ParkingZoneID,drvParkingSpaces,Configuration,RestrictedByUse,RestrictedByUseCode,RestrictedByDurationCode,RestrictedByDurationDescription,RestrictedByDuration,Revenue,RestrictedByTimeOfDay,ParkingDailyRate,ParkingHourlyRate,MeterHoursOfOperation,ObservationDate
321,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
322,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
323,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,29:47.0
324,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
325,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,29:47.0
326,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
327,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
328,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
329,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:10.0
330,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
331,NULL,Parallel,No restriction,None,P60,60 minutes maximum,60,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
334,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
335,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
337,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,08:18.0
338,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
339,NULL,Parallel,No restriction,None,P30,30 minutes maximum,30,Not metered,Not restricted,NULL,NULL,NULL,59:29.0
340,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
341,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,29:47.0
342,NULL,Parallel,No restriction,None,P60,60 minutes maximum,60,Not metered,Not restricted,NULL,NULL,NULL,33:43.0
344,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,44:32.0
345,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:50.0
346,NULL,Parallel,No restriction,None,P60,60 minutes maximum,60,Not metered,Not restricted,NULL,NULL,NULL,08:18.0
347,NULL,Parallel,No restriction,None,P60,60 minutes maximum,60,Not metered,Not restricted,NULL,NULL,NULL,08:18.0
349,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,08:18.0
350,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,08:18.0
353,NULL,Parallel,No restriction,None,P30,30 minutes maximum,30,Not metered,Not restricted,NULL,NULL,NULL,08:18.0
354,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
355,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
356,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,32:55.0
357,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
358,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
359,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,34:22.0
542,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
543,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,32:30.0
544,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,32:01.0
546,NULL,Parallel,No restriction,None,P5,5 minutes maximum,5,Not metered,Not restricted,NULL,NULL,NULL,39:45.0
547,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,23:43.0
548,NULL,Parallel,No restriction,None,P60,60 minutes maximum,60,Not metered,Not restricted,NULL,NULL,NULL,37:16.0
549,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,13:25.0
551,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,51:12.0
553,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:03.0
360,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,55:19.0
364,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
366,NULL,Not applicable,No parking,NP,None,Unrestricted,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:18.0
300,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:48.0
301,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,18:43.0
302,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,07:26.0
303,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:29.0
304,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
305,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,29:47.0
306,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
311,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,32:34.9
312,NULL,Parallel,No restriction,None,P60,60 minutes maximum,60,Not metered,Not restricted,NULL,NULL,NULL,49:50.0
313,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,56:55.0
314,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,29:47.0
315,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
316,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
317,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
318,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,29:47.0
319,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
320,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,29:47.0
292,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,45:04.0
293,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,47:05.0
294,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
295,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,29:47.0
296,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
297,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,29:47.0
298,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,29:47.0
299,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
509,NULL,Not applicable,Bus stop,B,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,13:38.0
511,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,07:23.0
513,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:50.0
514,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,24:11.0
515,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
516,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,25:20.0
517,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
518,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,31:41.0
519,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,27:29.0
520,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,28:44.0
521,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,39:45.0
522,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,30:52.0
523,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,39:45.0
524,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,31:41.0
525,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
526,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,45:53.0
527,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,47:37.0
528,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,47:16.0
529,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
530,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:55.0
531,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,48:47.0
532,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,45:45.0
533,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
534,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,41:59.0
619,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,35:17.0
620,NULL,Parallel,No restriction,None,P30,30 minutes maximum,30,Not metered,Not restricted,NULL,NULL,NULL,31:53.0
621,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,29:05.0
622,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,28:28.0
535,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
536,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,41:16.0
537,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
538,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:49.0
539,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,31:41.0
540,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:06.0
541,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,38:00.0
367,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
369,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,05:03.0
370,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
371,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
373,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
374,NULL,Not applicable,No parking,NP,None,Unrestricted,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:18.0
375,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
376,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,25:36.0
377,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,27:20.0
378,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:18.0
379,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,34:11.0
380,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:18.0
383,NULL,Not applicable,No parking,NP,None,Unrestricted,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:18.0
384,NULL,Not applicable,No parking,NP,None,Unrestricted,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:18.0
387,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
388,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,42:21.0
390,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
391,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,14:56.0
392,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
394,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,35:52.0
395,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
396,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,51:53.0
397,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,47:22.0
398,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:50.0
401,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,28:31.0
402,NULL,Not applicable,Bus stop,B,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
403,NULL,Not applicable,Bus stop,B,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
405,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
406,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
407,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,58:29.0
408,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
409,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,57:14.0
410,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
411,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
412,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
413,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
414,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
415,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
416,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
417,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
418,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:57.0
420,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:40.0
679,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,14:32.0
683,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,30:42.0
684,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,33:42.0
685,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,35:40.0
421,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:14.0
422,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,51:33.0
424,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
425,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
426,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,30:32.0
427,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:09.0
428,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,40:22.0
430,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
431,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,35:36.0
433,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
435,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
436,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,11:56.0
442,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
443,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
444,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
